2025-09-18T10:09:19.043+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.m.s.b.a.MybatisAutoConfiguration       : Using auto-configuration base package 'kr.co.ch04'
2025-09-18T10:09:19.070+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.mybatis.spring.mapper.MapperScannerConfigurer'
2025-09-18T10:09:19.071+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
2025-09-18T10:09:19.074+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.m.s.mapper.ClassPathMapperScanner      : Identified candidate component class: file [C:\Users\GGG\Desktop\workspace\Spring\ch04\build\classes\java\main\kr\co\ch04\mapper\User1Mapper.class]
2025-09-18T10:09:19.074+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.m.s.mapper.ClassPathMapperScanner      : Creating MapperFactoryBean with name 'user1Mapper' and 'kr.co.ch04.mapper.User1Mapper' mapperInterface
2025-09-18T10:09:19.075+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor'
2025-09-18T10:09:19.078+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'bootstrapExecutorAliasPostProcessor'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'preserveErrorControllerTargetClassPostProcessor'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'forceAutoProxyCreatorToUseClassProxying'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionalEventListenerFactory'
2025-09-18T10:09:19.079+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2025-09-18T10:09:19.080+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2025-09-18T10:09:19.080+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
2025-09-18T10:09:19.080+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
2025-09-18T10:09:19.080+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jdbcConnectionDetailsHikariBeanPostProcessor'
2025-09-18T10:09:19.080+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'persistenceExceptionTranslationPostProcessor'
2025-09-18T10:09:19.081+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'persistenceExceptionTranslationPostProcessor' via factory method to bean named 'environment'
2025-09-18T10:09:19.081+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator'
2025-09-18T10:09:19.081+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
2025-09-18T10:09:19.081+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
2025-09-18T10:09:19.081+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.u.c.s.UiApplicationContextUtils      : Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@4cc310dc]
2025-09-18T10:09:19.082+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatServletWebServerFactory'
2025-09-18T10:09:19.082+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat'
2025-09-18T10:09:19.082+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2025-09-18T10:09:19.082+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration'
2025-09-18T10:09:19.082+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'transactionAttributeSource'
2025-09-18T10:09:19.083+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'transactionInterceptor'
2025-09-18T10:09:19.083+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'transactionInterceptor' via factory method to bean named 'transactionAttributeSource'
2025-09-18T10:09:19.083+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionAttributeSource'
2025-09-18T10:09:19.083+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.transaction.config.internalTransactionAdvisor' via factory method to bean named 'transactionInterceptor'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'websocketServletWebServerCustomizer'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'servletWebServerFactoryCustomizer'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.084+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2025-09-18T10:09:19.087+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'servletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.087+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sslBundleRegistry'
2025-09-18T10:09:19.087+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.ssl.SslAutoConfiguration'
2025-09-18T10:09:19.088+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.ssl-org.springframework.boot.autoconfigure.ssl.SslProperties'
2025-09-18T10:09:19.088+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.ssl.SslAutoConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@4a5b5acb'
2025-09-18T10:09:19.088+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.ssl.SslAutoConfiguration' via constructor to bean named 'spring.ssl-org.springframework.boot.autoconfigure.ssl.SslProperties'
2025-09-18T10:09:19.089+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sslPropertiesSslBundleRegistrar'
2025-09-18T10:09:19.089+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'fileWatcher'
2025-09-18T10:09:19.089+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'sslPropertiesSslBundleRegistrar' via factory method to bean named 'fileWatcher'
2025-09-18T10:09:19.089+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatServletWebServerFactoryCustomizer'
2025-09-18T10:09:19.089+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatServletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'tomcatWebServerFactoryCustomizer'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'environment'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'localeCharsetMappingsCustomizer'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration'
2025-09-18T10:09:19.090+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.091+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageCustomizer'
2025-09-18T10:09:19.091+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration'
2025-09-18T10:09:19.091+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2025-09-18T10:09:19.092+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dispatcherServletRegistration'
2025-09-18T10:09:19.092+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration'
2025-09-18T10:09:19.092+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dispatcherServlet'
2025-09-18T10:09:19.092+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration'
2025-09-18T10:09:19.092+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2025-09-18T10:09:19.093+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServlet' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2025-09-18T10:09:19.094+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'dispatcherServlet'
2025-09-18T10:09:19.094+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServletRegistration' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2025-09-18T10:09:19.094+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'multipartConfigElement'
2025-09-18T10:09:19.095+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration'
2025-09-18T10:09:19.095+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
2025-09-18T10:09:19.095+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' via constructor to bean named 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
2025-09-18T10:09:19.096+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'errorPageCustomizer' via factory method to bean named 'dispatcherServletRegistration'
2025-09-18T10:09:19.098+09:00 DEBUG 10824 --- [ch04] [restartedMain] org.apache.catalina.core.ContainerBase   : Add container child [StandardHost[localhost]] to container [StandardEngine[Tomcat]]
2025-09-18T10:09:19.099+09:00 DEBUG 10824 --- [ch04] [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : Code archive: C:\Users\GGG\.gradle\caches\modules-2\files-2.1\org.springframework.boot\spring-boot\3.5.5\7d50b76ea4905d6c61fea5cb6556bc735c55da1\spring-boot-3.5.5.jar
2025-09-18T10:09:19.099+09:00 DEBUG 10824 --- [ch04] [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : Code archive: C:\Users\GGG\.gradle\caches\modules-2\files-2.1\org.springframework.boot\spring-boot\3.5.5\7d50b76ea4905d6c61fea5cb6556bc735c55da1\spring-boot-3.5.5.jar
2025-09-18T10:09:19.099+09:00 DEBUG 10824 --- [ch04] [restartedMain] .s.b.w.e.t.TomcatServletWebServerFactory : None of the document roots [src/main/webapp, public, static] point to a directory and will be ignored.
2025-09-18T10:09:19.100+09:00 DEBUG 10824 --- [ch04] [restartedMain] org.apache.catalina.core.ContainerBase   : Add container child [TomcatEmbeddedContext[/ch04]] to container [StandardEngine[Tomcat].StandardHost[localhost]]
2025-09-18T10:09:19.103+09:00  INFO 10824 --- [ch04] [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http)
2025-09-18T10:09:19.104+09:00  INFO 10824 --- [ch04] [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-09-18T10:09:19.104+09:00  INFO 10824 --- [ch04] [restartedMain] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-09-18T10:09:19.114+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.apache.catalina.loader.WebappLoader    : Starting this Loader
2025-09-18T10:09:19.115+09:00 DEBUG 10824 --- [ch04] [restartedMain] org.apache.catalina.webresources.Cache   : Increased cache size by [531] for item [org.apache.catalina.webresources.CachedResource@7f42de38] at [/WEB-INF/classes] making total cache size [531]
2025-09-18T10:09:19.115+09:00  INFO 10824 --- [ch04] [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/ch04]   : Initializing Spring embedded WebApplicationContext
2025-09-18T10:09:19.116+09:00 DEBUG 10824 --- [ch04] [restartedMain] w.s.c.ServletWebServerApplicationContext : Published root WebApplicationContext as ServletContext attribute with name [org.springframework.web.context.WebApplicationContext.ROOT]
2025-09-18T10:09:19.116+09:00  INFO 10824 --- [ch04] [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 201 ms
2025-09-18T10:09:19.116+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'requestContextFilter'
2025-09-18T10:09:19.117+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'formContentFilter'
2025-09-18T10:09:19.117+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration'
2025-09-18T10:09:19.117+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'characterEncodingFilter'
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.w.s.ServletContextInitializerBeans : Mapping filters: characterEncodingFilter urls=[/*] order=-2147483648, formContentFilter urls=[/*] order=-9900, requestContextFilter urls=[/*] order=-105
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.w.s.ServletContextInitializerBeans : Mapping servlets: dispatcherServlet urls=[/]
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] org.apache.catalina.core.ContainerBase   : Add container child [StandardWrapper[dispatcherServlet]] to container [StandardEngine[Tomcat].StandardHost[localhost].TomcatEmbeddedContext[/ch04]]
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.a.catalina.session.StandardManager     : Persisted data file [C:\Users\GGG\AppData\Local\Temp\91D1BCD234F40485F24CBFCF4897CF9E96A774C0\servlet-sessions\SESSIONS.ser] was not found
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.w.s.f.OrderedRequestContextFilter  : Filter 'requestContextFilter' configured for use
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] s.b.w.s.f.OrderedCharacterEncodingFilter : Filter 'characterEncodingFilter' configured for use
2025-09-18T10:09:19.119+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.w.s.f.OrderedFormContentFilter     : Filter 'formContentFilter' configured for use
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] org.apache.catalina.mapper.Mapper        : Registered host [localhost]
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.apache.catalina.mapper.MapperListener  : Register Wrapper [dispatcherServlet] in Context [/ch04] for service [StandardService[Tomcat]]
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.apache.catalina.mapper.MapperListener  : Register Context [/ch04] for service [StandardService[Tomcat]]
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.apache.catalina.mapper.MapperListener  : Register host [localhost] at domain [null] for service [StandardService[Tomcat]]
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'applicationTaskExecutor'
2025-09-18T10:09:19.120+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$TaskExecutorConfiguration'
2025-09-18T10:09:19.121+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'threadPoolTaskExecutorBuilder'
2025-09-18T10:09:19.121+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$ThreadPoolTaskExecutorBuilderConfiguration'
2025-09-18T10:09:19.121+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2025-09-18T10:09:19.121+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'threadPoolTaskExecutorBuilder' via factory method to bean named 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2025-09-18T10:09:19.122+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'applicationTaskExecutor' via factory method to bean named 'threadPoolTaskExecutorBuilder'
2025-09-18T10:09:19.122+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2025-09-18T10:09:19.124+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'ch04Application'
2025-09-18T10:09:19.124+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'user1Controller'
2025-09-18T10:09:19.125+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'user1Service'
2025-09-18T10:09:19.125+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'user1Mapper'
2025-09-18T10:09:19.125+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dataSourceScriptDatabaseInitializer'
2025-09-18T10:09:19.125+09:00 DEBUG 10824 --- [ch04] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.sql.init.DataSourceInitializationConfiguration'
